user,date,weekday,time,permanence_times,parking_lot
92,2017-11-27,Mon,16:00,262,29
5,2017-11-27,Mon,6:00,187,29
122,2017-11-27,Mon,8:00,314,29
5,2017-11-27,Mon,9:30,267,29
144,2017-11-27,Mon,10:00,148,30
130,2017-11-27,Mon,6:00,472,30
101,2017-11-27,Mon,7:30,54,30
17,2017-11-27,Mon,8:00,346,30
11,2017-11-27,Mon,8:00,221,30
9,2017-11-27,Mon,4:00,221,32
150,2017-11-27,Mon,6:00,197,32
3,2017-11-27,Mon,7:30,394,32
13,2017-11-27,Mon,7:30,159,32
89,2017-11-27,Mon,7:30,338,32
9,2017-11-27,Mon,8:00,152,32
2,2017-11-27,Mon,9:30,379,32
127,2017-11-27,Mon,9:30,329,32
149,2017-11-27,Mon,9:30,277,32
33,2017-11-27,Mon,12:00,303,39
98,2017-11-27,Mon,7:30,168,39
33,2017-11-27,Mon,8:00,193,39
91,2017-11-27,Mon,8:00,230,39
125,2017-11-27,Mon,8:00,401,39
27,2017-11-28,Tue,15:30,138,4
37,2017-11-28,Tue,15:30,222,4
29,2017-11-28,Tue,16:00,63,4
29,2017-11-28,Tue,18:00,230,4
136,2017-11-28,Tue,6:00,157,4
134,2017-11-28,Tue,8:00,316,4
93,2017-11-28,Tue,9:30,195,4
110,2017-11-28,Tue,10:00,70,11
108,2017-11-28,Tue,10:00,39,11
106,2017-11-28,Tue,11:30,151,11
111,2017-11-28,Tue,11:30,73,11
93,2017-11-28,Tue,14:00,222,11
108,2017-11-28,Tue,14:00,108,11
109,2017-11-28,Tue,15:30,272,11
119,2017-11-28,Tue,15:30,99,11
119,2017-11-28,Tue,17:30,186,11
108,2017-11-28,Tue,7:30,178,11
111,2017-11-28,Tue,7:30,234,11
106,2017-11-28,Tue,8:00,176,11
109,2017-11-28,Tue,8:00,315,11
119,2017-11-28,Tue,9:30,182,11
77,2017-11-28,Tue,11:30,174,16
129,2017-11-28,Tue,11:30,82,16
7,2017-11-28,Tue,16:00,276,16
34,2017-11-28,Tue,16:00,482,16
12,2017-11-28,Tue,17:30,153,16
129,2017-11-28,Tue,8:00,116,16
94,2017-11-28,Tue,11:30,302,19
113,2017-11-28,Tue,11:30,245,19
23,2017-11-28,Tue,15:30,204,19
115,2017-11-28,Tue,15:30,316,19
1,2017-11-28,Tue,16:00,264,19
20,2017-11-28,Tue,16:00,246,19
94,2017-11-28,Tue,8:00,165,19
44,2017-11-28,Tue,9:30,323,19
145,2017-11-28,Tue,9:30,122,19
45,2017-11-28,Tue,10:00,218,21
124,2017-11-28,Tue,10:00,112,21
135,2017-11-28,Tue,10:00,427,21
21,2017-11-28,Tue,15:30,235,21
97,2017-11-28,Tue,7:30,118,21
133,2017-11-28,Tue,8:00,176,21
97,2017-11-28,Tue,9:30,224,21
122,2017-11-28,Tue,11:30,193,29
5,2017-11-28,Tue,17:30,366,29
92,2017-11-28,Tue,6:00,66,29
92,2017-11-28,Tue,8:00,283,29
144,2017-11-28,Tue,10:00,192,30
17,2017-11-28,Tue,14:00,305,30
11,2017-11-28,Tue,18:00,312,30
130,2017-11-28,Tue,5:30,159,30
101,2017-11-28,Tue,8:00,68,30
3,2017-11-28,Tue,14:00,97,32
2,2017-11-28,Tue,15:30,144,32
13,2017-11-28,Tue,15:30,105,32
9,2017-11-28,Tue,16:00,292,32
3,2017-11-28,Tue,16:00,109,32
150,2017-11-28,Tue,8:00,339,32
127,2017-11-28,Tue,8:00,132,32
89,2017-11-28,Tue,9:30,309,32
90,2017-11-28,Tue,10:00,261,39
42,2017-11-28,Tue,11:30,147,39
91,2017-11-28,Tue,11:30,300,39
90,2017-11-28,Tue,15:30,314,39
33,2017-11-28,Tue,17:30,363,39
87,2017-11-28,Tue,8:00,160,39
41,2017-11-28,Tue,9:30,244,39
42,2017-11-28,Tue,9:30,65,39
91,2017-11-28,Tue,9:30,143,39
125,2017-11-28,Tue,9:30,176,39
27,2017-11-29,Wed,10:00,247,4
37,2017-11-29,Wed,10:00,178,4
29,2017-11-29,Wed,5:30,184,4
27,2017-11-29,Wed,7:30,172,4
37,2017-11-29,Wed,7:30,122,4
93,2017-11-29,Wed,7:30,303,4
136,2017-11-29,Wed,7:30,236,4
134,2017-11-29,Wed,8:00,248,4
137,2017-11-29,Wed,8:00,121,4
29,2017-11-29,Wed,9:30,130,4
106,2017-11-29,Wed,10:00,196,11
111,2017-11-29,Wed,10:00,50,11
111,2017-11-29,Wed,11:30,347,11
95,2017-11-29,Wed,12:00,64,11
109,2017-11-29,Wed,6:00,75,11
106,2017-11-29,Wed,7:30,144,11
45,2017-11-29,Wed,8:00,262,11
108,2017-11-29,Wed,8:00,159,11
119,2017-11-29,Wed,8:00,198,11
100,2017-11-29,Wed,8:00,37,11
109,2017-11-29,Wed,8:00,177,11
95,2017-11-29,Wed,9:30,152,11
110,2017-11-29,Wed,9:30,267,11
7,2017-11-29,Wed,5:30,245,16
12,2017-11-29,Wed,6:00,470,16
34,2017-11-29,Wed,7:30,165,16
129,2017-11-29,Wed,9:30,206,16
20,2017-11-29,Wed,10:00,241,19
145,2017-11-29,Wed,10:00,90,19
117,2017-11-29,Wed,14:00,129,19
94,2017-11-29,Wed,16:00,235,19
1,2017-11-29,Wed,6:00,322,19
20,2017-11-29,Wed,6:00,226,19
23,2017-11-29,Wed,7:30,299,19
113,2017-11-29,Wed,7:30,41,19
99,2017-11-29,Wed,7:30,112,19
43,2017-11-29,Wed,8:00,290,19
120,2017-11-29,Wed,8:00,358,19
94,2017-11-29,Wed,9:30,308,19
7,2017-11-29,Wed,9:30,94,19
25,2017-11-29,Wed,12:00,217,21
21,2017-11-29,Wed,8:00,285,21
124,2017-11-29,Wed,8:00,146,21
133,2017-11-29,Wed,8:00,216,21
135,2017-11-29,Wed,8:00,229,21
92,2017-11-29,Wed,10:00,276,29
5,2017-11-29,Wed,11:30,380,29
92,2017-11-29,Wed,16:00,195,29
5,2017-11-29,Wed,7:30,179,29
122,2017-11-29,Wed,8:00,303,29
11,2017-11-29,Wed,11:30,384,30
144,2017-11-29,Wed,11:30,131,30
17,2017-11-29,Wed,12:00,97,30
11,2017-11-29,Wed,7:30,236,30
17,2017-11-29,Wed,8:00,249,30
130,2017-11-29,Wed,8:00,195,30
89,2017-11-29,Wed,16:00,145,32
2,2017-11-29,Wed,5:30,493,32
3,2017-11-29,Wed,6:00,171,32
13,2017-11-29,Wed,6:00,112,32
127,2017-11-29,Wed,6:00,183,32
150,2017-11-29,Wed,7:30,181,32
9,2017-11-29,Wed,8:00,351,32
149,2017-11-29,Wed,8:00,288,32
89,2017-11-29,Wed,9:30,390,32
3,2017-11-29,Wed,9:30,269,32
13,2017-11-29,Wed,9:30,243,32
33,2017-11-29,Wed,10:00,167,39
90,2017-11-29,Wed,11:30,287,39
91,2017-11-29,Wed,16:00,109,39
90,2017-11-29,Wed,17:30,296,39
125,2017-11-29,Wed,6:00,116,39
91,2017-11-29,Wed,9:30,369,39
29,2017-11-30,Thu,14:00,421,4
37,2017-11-30,Thu,14:00,185,4
27,2017-11-30,Thu,16:00,312,4
93,2017-11-30,Thu,16:00,272,4
134,2017-11-30,Thu,8:00,320,4
93,2017-11-30,Thu,9:30,325,4
109,2017-11-30,Thu,10:00,35,11
105,2017-11-30,Thu,10:00,137,11
119,2017-11-30,Thu,10:00,180,11
106,2017-11-30,Thu,14:00,377,11
110,2017-11-30,Thu,14:00,261,11
111,2017-11-30,Thu,14:00,206,11
119,2017-11-30,Thu,14:00,152,11
38,2017-11-30,Thu,16:00,283,11
109,2017-11-30,Thu,16:00,113,11
108,2017-11-30,Thu,6:00,543,11
119,2017-11-30,Thu,7:30,190,11
106,2017-11-30,Thu,8:00,311,11
110,2017-11-30,Thu,8:00,307,11
111,2017-11-30,Thu,9:30,145,11
129,2017-11-30,Thu,10:00,446,16
7,2017-11-30,Thu,15:30,255,16
34,2017-11-30,Thu,15:30,206,16
12,2017-11-30,Thu,16:00,315,16
77,2017-11-30,Thu,9:30,166,16
94,2017-11-30,Thu,14:00,205,19
105,2017-11-30,Thu,14:00,284,19
118,2017-11-30,Thu,14:00,292,19
20,2017-11-30,Thu,15:30,173,19
23,2017-11-30,Thu,15:30,302,19
107,2017-11-30,Thu,15:30,74,19
1,2017-11-30,Thu,17:30,190,19
145,2017-11-30,Thu,7:30,433,19
94,2017-11-30,Thu,8:00,255,19
112,2017-11-30,Thu,8:00,366,19
44,2017-11-30,Thu,9:30,258,19
95,2017-11-30,Thu,10:00,63,21
124,2017-11-30,Thu,11:30,219,21
21,2017-11-30,Thu,14:00,349,21
45,2017-11-30,Thu,7:30,347,21
95,2017-11-30,Thu,7:30,61,21
133,2017-11-30,Thu,8:00,175,21
95,2017-11-30,Thu,8:00,45,21
124,2017-11-30,Thu,9:30,132,21
135,2017-11-30,Thu,9:30,154,21
97,2017-11-30,Thu,9:30,161,21
5,2017-11-30,Thu,15:30,330,29
122,2017-11-30,Thu,8:00,171,29
92,2017-11-30,Thu,9:30,307,29
150,2017-11-30,Thu,9:30,187,29
17,2017-11-30,Thu,15:30,349,30
144,2017-11-30,Thu,7:30,260,30
130,2017-11-30,Thu,9:30,275,30
89,2017-11-30,Thu,11:30,235,32
127,2017-11-30,Thu,11:30,136,32
13,2017-11-30,Thu,15:30,256,32
2,2017-11-30,Thu,16:00,112,32
89,2017-11-30,Thu,16:00,142,32
3,2017-11-30,Thu,17:30,367,32
89,2017-11-30,Thu,19:30,243,32
150,2017-11-30,Thu,7:30,141,32
149,2017-11-30,Thu,8:00,128,32
91,2017-11-30,Thu,11:30,198,39
125,2017-11-30,Thu,11:30,189,39
90,2017-11-30,Thu,14:00,349,39
91,2017-11-30,Thu,14:00,157,39
33,2017-11-30,Thu,15:30,101,39
41,2017-11-30,Thu,15:30,319,39
91,2017-11-30,Thu,17:30,227,39
90,2017-11-30,Thu,8:00,336,39
98,2017-11-30,Thu,8:00,191,39
29,2017-12-01,Fri,10:00,331,4
37,2017-12-01,Fri,10:00,56,4
37,2017-12-01,Fri,11:30,150,4
93,2017-12-01,Fri,13:30,294,4
93,2017-12-01,Fri,18:00,200,4
27,2017-12-01,Fri,6:00,71,4
134,2017-12-01,Fri,6:00,97,4
27,2017-12-01,Fri,7:30,299,4
136,2017-12-01,Fri,8:00,122,4
119,2017-12-01,Fri,10:00,241,11
111,2017-12-01,Fri,11:30,221,11
81,2017-12-01,Fri,11:30,283,11
106,2017-12-01,Fri,14:00,301,11
111,2017-12-01,Fri,15:30,47,11
108,2017-12-01,Fri,6:00,295,11
109,2017-12-01,Fri,6:00,150,11
106,2017-12-01,Fri,9:30,248,11
110,2017-12-01,Fri,9:30,253,11
119,2017-12-01,Fri,9:30,69,11
7,2017-12-01,Fri,6:00,351,16
104,2017-12-01,Fri,7:30,250,16
12,2017-12-01,Fri,8:00,143,16
129,2017-12-01,Fri,8:00,169,16
34,2017-12-01,Fri,9:30,109,16
20,2017-12-01,Fri,10:00,312,19
94,2017-12-01,Fri,16:00,182,19
1,2017-12-01,Fri,8:00,251,19
94,2017-12-01,Fri,8:00,104,19
107,2017-12-01,Fri,8:00,175,19
23,2017-12-01,Fri,9:30,77,19
44,2017-12-01,Fri,9:30,256,19
95,2017-12-01,Fri,10:00,158,21
45,2017-12-01,Fri,11:30,190,21
21,2017-12-01,Fri,12:00,394,21
133,2017-12-01,Fri,7:30,196,21
135,2017-12-01,Fri,7:30,104,21
97,2017-12-01,Fri,8:00,182,21
124,2017-12-01,Fri,9:30,183,21
92,2017-12-01,Fri,16:00,393,29
122,2017-12-01,Fri,8:00,109,29
5,2017-12-01,Fri,9:30,292,29
92,2017-12-01,Fri,9:30,375,29
11,2017-12-01,Fri,10:00,360,30
17,2017-12-01,Fri,10:00,107,30
17,2017-12-01,Fri,12:00,165,30
17,2017-12-01,Fri,9:30,68,30
13,2017-12-01,Fri,11:30,299,32
9,2017-12-01,Fri,13:30,135,32
89,2017-12-01,Fri,16:00,242,32
150,2017-12-01,Fri,6:00,283,32
9,2017-12-01,Fri,8:00,207,32
2,2017-12-01,Fri,9:30,224,32
3,2017-12-01,Fri,9:30,374,32
89,2017-12-01,Fri,9:30,148,32
127,2017-12-01,Fri,9:30,111,32
33,2017-12-01,Fri,10:00,296,39
91,2017-12-01,Fri,10:00,248,39
125,2017-12-01,Fri,5:30,208,39
90,2017-12-01,Fri,8:00,325,39
91,2017-12-01,Fri,8:00,75,39
42,2017-12-01,Fri,9:30,148,39
84,2017-12-02,Sat,18:00,161,11
7,2017-12-02,Sat,9:30,165,11
88,2017-12-02,Sat,18:00,248,19
18,2017-12-02,Sat,11:30,154,21
97,2017-12-02,Sat,8:00,89,21
92,2017-12-02,Sat,16:00,312,29
92,2017-12-02,Sat,8:00,349,29
90,2017-12-02,Sat,16:00,324,39
90,2017-12-02,Sat,9:30,241,39
111,2017-12-03,Sun,11:30,72,11
111,2017-12-03,Sun,7:30,163,11
84,2017-12-03,Sun,8:00,92,21
29,2017-12-04,Mon,11:30,223,4
93,2017-12-04,Mon,12:00,31,4
136,2017-12-04,Mon,6:00,213,4
37,2017-12-04,Mon,7:30,319,4
27,2017-12-04,Mon,8:00,143,4
93,2017-12-04,Mon,8:00,215,4
134,2017-12-04,Mon,8:00,118,4
119,2017-12-04,Mon,10:00,39,11
8,2017-12-04,Mon,10:00,303,11
45,2017-12-04,Mon,11:30,213,11
119,2017-12-04,Mon,11:30,280,11
98,2017-12-04,Mon,6:00,161,11
110,2017-12-04,Mon,7:30,161,11
106,2017-12-04,Mon,8:00,295,11
109,2017-12-04,Mon,8:00,254,11
111,2017-12-04,Mon,8:00,403,11
108,2017-12-04,Mon,9:30,330,11
30,2017-12-04,Mon,9:30,160,11
136,2017-12-04,Mon,9:30,211,11
7,2017-12-04,Mon,10:00,255,16
34,2017-12-04,Mon,4:00,195,16
7,2017-12-04,Mon,7:30,141,16
129,2017-12-04,Mon,8:00,264,16
12,2017-12-04,Mon,9:30,243,16
104,2017-12-04,Mon,9:30,31,16
34,2017-12-04,Mon,9:30,290,16
42,2017-12-04,Mon,11:30,459,19
94,2017-12-04,Mon,16:00,142,19
1,2017-12-04,Mon,5:30,99,19
20,2017-12-04,Mon,7:30,48,19
23,2017-12-04,Mon,8:00,241,19
94,2017-12-04,Mon,8:00,316,19
145,2017-12-04,Mon,9:30,279,19
21,2017-12-04,Mon,11:30,348,21
135,2017-12-04,Mon,11:30,149,21
133,2017-12-04,Mon,6:00,138,21
21,2017-12-04,Mon,7:30,194,21
124,2017-12-04,Mon,7:30,236,21
135,2017-12-04,Mon,8:00,149,21
95,2017-12-04,Mon,9:30,135,21
92,2017-12-04,Mon,16:00,376,29
5,2017-12-04,Mon,6:00,196,29
122,2017-12-04,Mon,8:00,226,29
92,2017-12-04,Mon,9:30,271,29
144,2017-12-04,Mon,10:00,178,30
11,2017-12-04,Mon,6:00,262,30
130,2017-12-04,Mon,6:00,320,30
17,2017-12-04,Mon,7:30,342,30
101,2017-12-04,Mon,7:30,176,30
89,2017-12-04,Mon,10:00,173,32
89,2017-12-04,Mon,16:00,277,32
9,2017-12-04,Mon,5:30,246,32
150,2017-12-04,Mon,6:00,353,32
3,2017-12-04,Mon,7:30,355,32
2,2017-12-04,Mon,8:00,365,32
13,2017-12-04,Mon,8:00,153,32
127,2017-12-04,Mon,8:00,150,32
149,2017-12-04,Mon,8:00,212,32
90,2017-12-04,Mon,10:00,225,39
33,2017-12-04,Mon,10:00,333,39
91,2017-12-04,Mon,13:30,159,39
90,2017-12-04,Mon,17:30,319,39
91,2017-12-04,Mon,17:30,388,39
33,2017-12-04,Mon,7:30,112,39
125,2017-12-04,Mon,8:00,254,39
98,2017-12-04,Mon,8:00,117,39
91,2017-12-04,Mon,9:30,198,39
93,2017-12-05,Tue,10:00,101,4
37,2017-12-05,Tue,14:00,136,4
93,2017-12-05,Tue,14:00,132,4
27,2017-12-05,Tue,16:00,276,4
29,2017-12-05,Tue,16:00,77,4
29,2017-12-05,Tue,18:00,309,4
134,2017-12-05,Tue,7:30,404,4
136,2017-12-05,Tue,8:00,274,4
88,2017-12-05,Tue,9:30,220,4
106,2017-12-05,Tue,10:00,332,11
108,2017-12-05,Tue,10:00,149,11
108,2017-12-05,Tue,14:00,289,11
109,2017-12-05,Tue,14:00,103,11
111,2017-12-05,Tue,14:00,286,11
119,2017-12-05,Tue,15:30,279,11
106,2017-12-05,Tue,16:00,156,11
111,2017-12-05,Tue,6:00,36,11
88,2017-12-05,Tue,7:30,126,11
109,2017-12-05,Tue,7:30,189,11
111,2017-12-05,Tue,7:30,117,11
108,2017-12-05,Tue,8:00,104,11
110,2017-12-05,Tue,9:30,318,11
119,2017-12-05,Tue,9:30,122,11
77,2017-12-05,Tue,14:00,133,16
12,2017-12-05,Tue,16:00,75,16
34,2017-12-05,Tue,17:30,55,16
7,2017-12-05,Tue,17:30,210,16
12,2017-12-05,Tue,18:00,125,16
129,2017-12-05,Tue,6:00,125,16
104,2017-12-05,Tue,8:00,208,16
145,2017-12-05,Tue,10:00,211,19
120,2017-12-05,Tue,12:00,404,19
23,2017-12-05,Tue,14:00,327,19
94,2017-12-05,Tue,14:00,89,19
115,2017-12-05,Tue,14:00,383,19
1,2017-12-05,Tue,15:30,227,19
20,2017-12-05,Tue,16:00,310,19
34,2017-12-05,Tue,17:30,136,19
44,2017-12-05,Tue,6:00,225,19
94,2017-12-05,Tue,8:00,318,19
114,2017-12-05,Tue,9:30,152,19
124,2017-12-05,Tue,11:30,179,21
21,2017-12-05,Tue,16:00,149,21
21,2017-12-05,Tue,19:30,138,21
135,2017-12-05,Tue,8:00,247,21
45,2017-12-05,Tue,9:30,353,21
97,2017-12-05,Tue,9:30,279,21
122,2017-12-05,Tue,10:00,211,29
92,2017-12-05,Tue,14:00,418,29
5,2017-12-05,Tue,18:00,343,29
92,2017-12-05,Tue,8:00,283,29
17,2017-12-05,Tue,14:00,373,30
11,2017-12-05,Tue,18:00,127,30
130,2017-12-05,Tue,7:30,241,30
144,2017-12-05,Tue,9:30,120,30
150,2017-12-05,Tue,10:00,306,32
2,2017-12-05,Tue,14:00,62,32
9,2017-12-05,Tue,14:00,119,32
3,2017-12-05,Tue,14:00,152,32
89,2017-12-05,Tue,16:00,88,32
13,2017-12-05,Tue,17:30,270,32
149,2017-12-05,Tue,7:30,291,32
89,2017-12-05,Tue,9:30,314,32
41,2017-12-05,Tue,10:00,132,39
90,2017-12-05,Tue,11:30,333,39
98,2017-12-05,Tue,11:30,103,39
91,2017-12-05,Tue,14:00,240,39
33,2017-12-05,Tue,15:30,419,39
91,2017-12-05,Tue,8:00,343,39
42,2017-12-05,Tue,8:00,168,39
98,2017-12-05,Tue,9:30,127,39
27,2017-12-06,Wed,10:00,193,4
30,2017-12-06,Wed,10:00,356,4
37,2017-12-06,Wed,10:00,201,4
100,2017-12-06,Wed,10:00,194,4
134,2017-12-06,Wed,11:30,205,4
27,2017-12-06,Wed,5:30,290,4
29,2017-12-06,Wed,5:30,276,4
136,2017-12-06,Wed,6:00,143,4
134,2017-12-06,Wed,8:00,150,4
88,2017-12-06,Wed,9:30,281,4
93,2017-12-06,Wed,9:30,374,4
45,2017-12-06,Wed,7:30,76,11
119,2017-12-06,Wed,7:30,321,11
95,2017-12-06,Wed,8:00,187,11
109,2017-12-06,Wed,8:00,341,11
106,2017-12-06,Wed,9:30,32,11
108,2017-12-06,Wed,9:30,293,11
110,2017-12-06,Wed,9:30,249,11
45,2017-12-06,Wed,9:30,300,11
100,2017-12-06,Wed,9:30,30,11
106,2017-12-06,Wed,9:30,395,11
34,2017-12-06,Wed,10:00,75,16
34,2017-12-06,Wed,6:00,251,16
129,2017-12-06,Wed,6:00,252,16
7,2017-12-06,Wed,7:30,472,16
12,2017-12-06,Wed,8:00,342,16
23,2017-12-06,Wed,11:30,285,19
145,2017-12-06,Wed,11:30,129,19
94,2017-12-06,Wed,13:30,152,19
94,2017-12-06,Wed,17:30,364,19
1,2017-12-06,Wed,6:00,254,19
20,2017-12-06,Wed,6:00,73,19
23,2017-12-06,Wed,6:00,90,19
113,2017-12-06,Wed,7:30,205,19
20,2017-12-06,Wed,8:00,181,19
23,2017-12-06,Wed,8:00,180,19
94,2017-12-06,Wed,9:30,217,19
145,2017-12-06,Wed,9:30,134,19
133,2017-12-06,Wed,10:00,110,21
135,2017-12-06,Wed,10:00,160,21
133,2017-12-06,Wed,12:00,191,21
21,2017-12-06,Wed,8:00,87,21
124,2017-12-06,Wed,8:00,153,21
21,2017-12-06,Wed,9:30,376,21
92,2017-12-06,Wed,10:00,220,29
122,2017-12-06,Wed,6:00,215,29
5,2017-12-06,Wed,8:00,135,29
144,2017-12-06,Wed,10:00,195,30
11,2017-12-06,Wed,10:00,320,30
11,2017-12-06,Wed,7:30,211,30
130,2017-12-06,Wed,8:00,214,30
17,2017-12-06,Wed,9:30,277,30
9,2017-12-06,Wed,5:30,316,32
2,2017-12-06,Wed,6:00,335,32
127,2017-12-06,Wed,6:00,147,32
3,2017-12-06,Wed,7:30,283,32
13,2017-12-06,Wed,7:30,341,32
150,2017-12-06,Wed,8:00,317,32
149,2017-12-06,Wed,8:00,181,32
89,2017-12-06,Wed,9:30,214,32
127,2017-12-06,Wed,9:30,224,32
90,2017-12-06,Wed,11:30,104,39
91,2017-12-06,Wed,16:00,64,39
91,2017-12-06,Wed,18:00,276,39
125,2017-12-06,Wed,5:30,143,39
33,2017-12-06,Wed,8:00,282,39
93,2017-12-07,Thu,10:00,339,4
134,2017-12-07,Thu,11:30,173,4
37,2017-12-07,Thu,14:00,330,4
29,2017-12-07,Thu,14:00,429,4
93,2017-12-07,Thu,16:00,164,4
93,2017-12-07,Thu,20:00,378,4
136,2017-12-07,Thu,8:00,227,4
119,2017-12-07,Thu,11:30,165,11
110,2017-12-07,Thu,12:00,65,11
106,2017-12-07,Thu,14:00,555,11
109,2017-12-07,Thu,14:00,55,11
119,2017-12-07,Thu,14:00,173,11
111,2017-12-07,Thu,15:30,246,11
38,2017-12-07,Thu,19:30,107,11
110,2017-12-07,Thu,6:00,162,11
119,2017-12-07,Thu,6:00,83,11
108,2017-12-07,Thu,7:30,204,11
109,2017-12-07,Thu,8:00,260,11
111,2017-12-07,Thu,8:00,99,11
119,2017-12-07,Thu,8:00,46,11
110,2017-12-07,Thu,9:30,175,11
129,2017-12-07,Thu,10:00,180,16
34,2017-12-07,Thu,14:00,301,16
7,2017-12-07,Thu,14:00,242,16
12,2017-12-07,Thu,15:30,358,16
77,2017-12-07,Thu,8:00,231,16
94,2017-12-07,Thu,14:00,265,19
117,2017-12-07,Thu,15:30,99,19
118,2017-12-07,Thu,15:30,228,19
1,2017-12-07,Thu,17:30,299,19
20,2017-12-07,Thu,17:30,265,19
23,2017-12-07,Thu,17:30,145,19
107,2017-12-07,Thu,17:30,132,19
84,2017-12-07,Thu,6:00,282,19
112,2017-12-07,Thu,7:30,144,19
145,2017-12-07,Thu,7:30,338,19
107,2017-12-07,Thu,8:00,74,19
94,2017-12-07,Thu,9:30,172,19
135,2017-12-07,Thu,10:00,207,21
95,2017-12-07,Thu,10:00,40,21
124,2017-12-07,Thu,10:00,205,21
21,2017-12-07,Thu,14:00,198,21
95,2017-12-07,Thu,7:30,39,21
45,2017-12-07,Thu,8:00,333,21
124,2017-12-07,Thu,8:00,162,21
133,2017-12-07,Thu,8:00,348,21
122,2017-12-07,Thu,10:00,180,29
5,2017-12-07,Thu,16:00,67,29
5,2017-12-07,Thu,17:30,101,29
138,2017-12-07,Thu,8:00,353,29
92,2017-12-07,Thu,9:30,190,29
11,2017-12-07,Thu,15:30,195,30
17,2017-12-07,Thu,15:30,222,30
144,2017-12-07,Thu,8:00,163,30
130,2017-12-07,Thu,9:30,120,30
89,2017-12-07,Thu,10:00,367,32
127,2017-12-07,Thu,11:30,222,32
13,2017-12-07,Thu,14:00,334,32
2,2017-12-07,Thu,15:30,319,32
9,2017-12-07,Thu,16:00,318,32
3,2017-12-07,Thu,16:00,206,32
89,2017-12-07,Thu,17:30,117,32
150,2017-12-07,Thu,6:00,132,32
149,2017-12-07,Thu,9:30,127,32
98,2017-12-07,Thu,10:00,152,39
42,2017-12-07,Thu,14:00,219,39
90,2017-12-07,Thu,14:00,165,39
91,2017-12-07,Thu,14:00,344,39
33,2017-12-07,Thu,16:00,149,39
41,2017-12-07,Thu,7:30,602,39
90,2017-12-07,Thu,7:30,303,39
125,2017-12-07,Thu,8:00,128,39
91,2017-12-07,Thu,9:30,200,39
27,2017-12-08,Fri,10:00,235,4
37,2017-12-08,Fri,10:00,224,4
88,2017-12-08,Fri,12:00,111,4
27,2017-12-08,Fri,5:30,329,4
88,2017-12-08,Fri,7:30,163,4
134,2017-12-08,Fri,7:30,97,4
136,2017-12-08,Fri,8:00,149,4
29,2017-12-08,Fri,9:30,363,4
37,2017-12-08,Fri,9:30,78,4
110,2017-12-08,Fri,11:30,90,11
111,2017-12-08,Fri,15:30,84,11
93,2017-12-08,Fri,16:00,324,11
109,2017-12-08,Fri,5:30,287,11
108,2017-12-08,Fri,6:00,270,11
106,2017-12-08,Fri,8:00,329,11
110,2017-12-08,Fri,9:30,95,11
88,2017-12-08,Fri,9:30,147,11
12,2017-12-08,Fri,11:30,193,16
34,2017-12-08,Fri,11:30,171,16
104,2017-12-08,Fri,6:00,246,16
7,2017-12-08,Fri,7:30,379,16
34,2017-12-08,Fri,7:30,230,16
12,2017-12-08,Fri,8:00,196,16
20,2017-12-08,Fri,10:00,161,19
105,2017-12-08,Fri,10:00,173,19
1,2017-12-08,Fri,13:30,288,19
20,2017-12-08,Fri,13:30,337,19
44,2017-12-08,Fri,14:00,155,19
94,2017-12-08,Fri,16:00,350,19
23,2017-12-08,Fri,8:00,229,19
1,2017-12-08,Fri,9:30,203,19
95,2017-12-08,Fri,10:00,142,21
95,2017-12-08,Fri,12:00,133,21
21,2017-12-08,Fri,13:30,224,21
133,2017-12-08,Fri,7:30,200,21
124,2017-12-08,Fri,8:00,239,21
21,2017-12-08,Fri,9:30,154,21
135,2017-12-08,Fri,9:30,157,21
5,2017-12-08,Fri,12:00,289,29
5,2017-12-08,Fri,8:00,155,29
92,2017-12-08,Fri,8:00,477,29
122,2017-12-08,Fri,8:00,212,29
11,2017-12-08,Fri,10:00,321,30
144,2017-12-08,Fri,10:00,112,30
17,2017-12-08,Fri,11:30,192,30
130,2017-12-08,Fri,8:00,161,30
17,2017-12-08,Fri,9:30,162,30
101,2017-12-08,Fri,9:30,122,30
13,2017-12-08,Fri,10:00,338,32
127,2017-12-08,Fri,10:00,286,32
3,2017-12-08,Fri,11:30,312,32
9,2017-12-08,Fri,12:00,373,32
2,2017-12-08,Fri,13:30,286,32
89,2017-12-08,Fri,16:00,166,32
150,2017-12-08,Fri,7:30,262,32
2,2017-12-08,Fri,9:30,203,32
9,2017-12-08,Fri,9:30,172,32
89,2017-12-08,Fri,9:30,115,32
42,2017-12-08,Fri,10:00,323,39
91,2017-12-08,Fri,11:30,200,39
41,2017-12-08,Fri,16:00,282,39
90,2017-12-08,Fri,16:00,180,39
125,2017-12-08,Fri,6:00,416,39
33,2017-12-08,Fri,9:30,305,39
90,2017-12-08,Fri,9:30,214,39
98,2017-12-08,Fri,9:30,365,39
89,2017-12-09,Sat,8:00,384,32
91,2017-12-09,Sat,11:30,292,39
93,2017-12-10,Sun,7:30,376,4
7,2017-12-10,Sun,10:00,341,11
27,2017-12-10,Sun,10:00,335,11
93,2017-12-10,Sun,6:00,90,11
87,2017-12-10,Sun,10:00,241,21
90,2017-12-10,Sun,10:00,113,39
90,2017-12-10,Sun,12:00,469,39
134,2017-12-11,Mon,10:00,141,4
27,2017-12-11,Mon,10:00,427,4
93,2017-12-11,Mon,11:30,36,4
